,Date,Volume,Adj Close,Label,DJIA_news_sentiment,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25
1702,2009-09-28,163780000,9789.360352,1,-0.04605119845608309,-0.1906982076913961,0.5069513139955373,-0.3688056591154417,0.0,-0.5204341274999826,0.20616681762926806,-0.5876566117216118,0.33248954284556437,-0.4191797589057654,-0.3989427352628779,-0.21373963868927637,0.0,0.27823987218909974,0.0,-0.12723651932925079,0.23851280577659892,0.0,-0.3853556438285685,-0.10690429226020894,0.3493603570479229,0.2637971304929815,-0.44950815538124794,0.2652115902294163,-0.1882064574123195,0.3646584154894813
1701,2009-09-29,154000000,9742.200195,0,-0.17826656193419427,0.0,-0.57578065666589,0.0,-0.7184564698510824,0.46090116841579204,-0.14486757142997558,-0.5987649890986126,-0.47728876717198687,0.3024885863586162,-0.5893172427071048,0.09160389519922012,-0.3432284935160625,0.0,-0.3520531986369036,-0.42878369864426,-0.5344483565854197,-0.19091044402075377,-0.570748939052783,-0.3854908376555792,0.2758788649424254,0.27627204789664805,0.1624542618787546,-0.3603039718408942,0.0,0.24418076383099532
1700,2009-09-30,268390000,9712.280273,0,-0.15734747563403004,0.20527038455639904,0.3046546099621956,0.13013203563404221,0.0,0.0,-0.44654607490833437,-0.15771300369382618,0.0,-0.5452011416244463,-0.5645314788113456,0.0,-0.20372577129873334,-0.49177037917330174,0.0,0.0,-0.40568260622529645,-0.27407344526002275,-0.10165598775137907,-0.293694209792349,-0.6566268209529337,-0.16244630423527617,-0.27121954000638226,0.1601651196483334,-0.42835925654560547,0.2693369796275112
1699,2009-10-01,266990000,9509.280273,0,-0.13007288572683945,-0.3551040468330026,-0.42982324436282315,0.0,-0.17547693040637355,0.09451404262421022,-0.23625123626373631,0.453879629189882,0.0,-0.15505325851022458,-0.4084944369450577,0.34394740401436324,-0.39141279670808926,-0.3828636822270591,-0.6295152456248126,0.40341845818553423,0.29844081239105835,-0.1709962635003215,0.2788041393280633,-0.1873248019514598,-0.5457559583267645,-0.37500737621547137,0.0,0.0,-0.36171239084989093,-0.3200349601790106
1698,2009-10-02,219750000,9487.669922,0,-0.2009056984372508,0.3147359257568796,-0.17230282153391993,0.3080290407217715,-0.44453986513245214,0.014930853219847787,-0.37483219411744323,-0.5081832885746068,0.0,0.16229457667512273,-0.714370275903069,-0.19390111321215436,0.0,-0.5633145823019968,-0.5424962366046666,-0.3947589575696481,0.0,-0.3821896394599429,-0.01820868569027094,-0.011450319908955777,0.04759356059067241,-0.5073234021883983,-0.42459823463674,0.0,-0.0806548758058903,-0.5371019252554091
1697,2009-10-05,173850000,9599.75,1,-0.1690553257236961,0.0,-0.4549778342830009,-0.3482563796775172,0.29087682839614615,-0.6496244365209067,-0.19134023811333592,-0.060992475315747044,0.15523084271012802,0.0,0.4116090272562583,0.14625019751449064,-0.5131022402298788,0.0,-0.6065374077465745,0.5424898601398601,0.5113655885241302,-0.5763813370273299,-0.4007901318750694,-0.6508452892515637,-0.46409583498445994,0.0,0.26406453505401606,-0.5780506982379536,-0.5616457542226293,-0.4916299652014652
1696,2009-10-06,206020000,9731.25,1,-0.15354993949347256,-0.2550290304312322,0.0,-0.4956555660251584,0.4248426785603687,-0.20014018987340526,-0.17659150272164764,-0.5978871030581737,0.0,-0.426056228820093,0.2593560461440398,-0.42342321586517995,-0.2585136732095065,0.05160685776973135,-0.26417922645591124,0.0,0.0,-0.7515901116353453,0.5396087494791842,0.0,-0.43171170778247936,-0.27533793084389335,-0.23853968253968258,-0.6176614155091419,-0.09015638176101944,0.3883101472417319
1695,2009-10-07,167650000,9725.580078,0,-0.3148177552323311,-0.08056336206896551,-0.24993797406158036,-0.35433285312547075,-0.41312868468411634,-0.5655437517218573,0.0,-0.40042599163883547,-0.2680941879417469,-0.6805567550002956,-0.5652888448403114,-0.6611853333456136,-0.27606569476537957,-0.7357903494484721,-0.6204973658262931,-0.13850238971710885,0.0,-0.5461263095588959,0.2925587193748478,-0.6573901185191751,-0.32357426515572857,0.2461009222286959,-0.48708488558382723,-0.33730204199823166,0.3063240561234503,-0.3540364195333652
1694,2009-10-08,209580000,9786.870117,1,-0.09027657815282118,0.49106278362840855,0.0,-0.2265859513192122,-0.570513520653863,-0.6990362966269841,-0.09280793498753269,-0.34595567432336183,0.13948588235339218,-0.33210932586179437,-0.20975174649911493,0.25080486323046397,-0.6648532110042734,-0.3043205509171543,0.6142230397433558,0.0,0.0,-0.20975174649911493,0.4285706870059959,0.22586914468247796,0.23370018332550996,-0.5783367118721322,-0.6436657128413306,-0.4879910571588905,0.3749156150358633,0.3501327877387619
1693,2009-10-09,161120000,9864.94043,1,-0.07792570189779063,0.0,0.07252130953557498,-0.38836047153628855,-0.06461169494034473,0.0,-0.6119429757258668,-0.2520606103185992,0.0,0.2848328064411859,-0.5353747514213323,-0.5474501503023611,0.24346909444692474,-0.45864948522350085,0.2073313339989426,0.0,-0.6125676094575682,0.0,0.0,0.0,0.0,-0.20444717245429148,0.6275482312775097,0.28261272875496146,0.38609281658899597,-0.3770859471087082
1692,2009-10-12,158850000,9885.799805,1,-0.14313414361617466,0.1681966241412573,0.0,0.30543086499973454,0.37282816243409633,-0.6160802837555962,0.0,-0.4467343560261196,0.0,-0.574896041018156,-0.462950265607348,-0.20980181635042267,-0.5013066610866321,-0.21013111835019507,0.31396617314585057,-0.48890348347358265,0.0,0.0,0.0,0.11019260270095325,-0.2858883588223371,-0.42868366992869555,-0.43896745785005853,0.0,-0.3024885933048691,0.11786408774775464
1691,2009-10-13,211510000,9871.05957,0,-0.11353617690104033,-0.22331188953109427,-0.20842924264550883,-0.36170723624862117,-0.3050221592775041,-0.46656105089905187,-0.25442790880734845,-0.3682292568517329,0.294579913329965,0.3165654642015211,-0.45012938967828653,0.0,0.0,-0.06951977281734566,0.30662372879036676,-0.16806033941903506,-0.4190752999758414,-0.6239195213837886,0.3609885302011692,-0.41236134643812267,0.5238585771473631,0.38967718102530896,0.19795302956720823,-0.6341874818250437,-0.2637089509905846,0.0
1690,2009-10-14,284810000,10015.860352,1,-0.15537322333402348,0.15106341899639314,-0.19254033433957346,-0.708523582010582,-0.09365744456295182,-0.24844984758960847,-0.39080444306237244,0.07300921726687531,-0.5174448204220297,-0.4214600970253509,0.0,0.11295092455032105,0.0,0.0,0.0,-0.018522533941903507,0.0,0.6101713629697597,-0.5866337277543311,-0.27477889689819035,-0.26937960306425124,0.2512962731205992,-0.311801464942285,-0.29452941800118154,-0.08264382754121884,-0.6716517390987046
1689,2009-10-15,252480000,10062.94043,1,-0.040315407872833324,-0.6861357142731322,0.0,-0.38711217212236243,0.6038175881212096,0.0,0.0,0.5725934252673655,0.4064499906749852,-0.4802890237811583,0.0,-0.544508860358141,0.4899184149120807,-0.641411664402174,0.43012963974264673,-0.2475341692152037,-0.342066690429002,0.39725743750000003,0.0,0.33267899994830435,0.2709820996480636,-0.5853031420081195,-0.477984713229705,-0.11797511816119445,-0.3391482216648086,0.3377566970095122
1688,2009-10-16,307770000,9995.910156,0,-0.11467894780922222,0.0,0.0,0.0,-0.5927373875599535,0.0,0.611937897655476,0.0,-0.45432323729667073,-0.3623968662537465,0.2956951216583576,-0.5708081265366854,-0.5464618214874842,-0.49283391341371324,0.0,-0.3398148962031942,-0.5264588471566635,-0.2208092763734629,-0.14055418674183387,0.0,0.5376318006598576,0.28655062777226753,0.4826025621660299,-0.2741000180844592,0.0,-0.560093128034677
1687,2009-10-19,186240000,10092.19043,1,-0.15873378110762265,-0.5925654356539863,-0.35671373219373215,-0.46465507000608086,-0.6070104947425763,-0.7011258358874753,0.48097887137681156,-0.06417002491657565,-0.6774545254166123,0.7139895440323565,-0.44024563190198146,-0.5982960664112388,-0.04363428766523332,0.36287709487975794,-0.09933180867441736,-0.3472490912544581,0.3160740358669109,0.0,0.2655165411979325,0.0,0.23301244685266434,-0.5994778676599836,0.0,0.23626046647025814,-0.47466598626373635,-0.5104576697191697
1686,2009-10-20,214500000,10041.480469,0,0.013861197583143055,0.017947262275767713,0.09956739130434782,0.3242972154093893,-0.20353153554175296,0.2616389821937322,0.0,0.20378151980386766,-0.5671673942491687,0.631770342501098,-0.23598531806123288,0.2135016699628873,-0.5453938733178053,0.38254260951910407,0.0,0.0,-0.449329373001998,-0.3355859509222661,0.37669663043478263,0.0,0.07954198657773386,0.0,-0.44189190735608785,0.3970249015799016,0.13710478046627605,0.0
1685,2009-10-21,251050000,9949.360352,0,-0.06414975507069916,-0.1368838987070907,-0.4489604142607327,0.452808751176521,0.27171144706950556,0.5371115156203949,-0.062354112362455694,0.0,0.20393898117857026,0.1805045975121899,-0.2812943964105298,-0.3098546186820813,0.0,-0.6044515429010229,0.12211778117152573,-0.747936352919071,-0.31911337468365175,0.5327502280605728,0.610168891407204,-0.3748380555194269,-0.2496783740224922,0.18980785156967456,-0.40329980764041307,-0.6007964066542227,-0.5261516300519096,0.36094906328146287
1684,2009-10-22,231900000,10081.30957,1,-0.16008537884577226,-0.2590706339755253,0.5264762401512919,0.29714679602352156,-0.21890947595768426,0.35159151341006684,0.0,-0.3953188213437797,-0.442912010601842,-0.600228166174774,0.0,0.1613681972694844,-0.4481473266663557,0.0,-0.16753009230020724,-0.6975182151590694,0.44764447404846114,-0.2730339411776495,-0.36652967167671496,-0.06119396401035893,-0.39766928878760127,0.42900562042848456,-0.6228697165639312,-0.23459551665309997,-0.6780404415910176,-0.3518000298360054
1683,2009-10-23,305670000,9972.179688,0,-0.04344797248634319,0.0,0.0,0.0,0.17900104344729345,0.3493403778616713,-0.021332643407317324,-0.7289929887820513,-0.5564279159101768,-0.5521167161268267,0.0,0.3126032266012972,0.0,-0.485565364036326,0.308229131054131,0.38456095644934774,0.0,0.35071165730284204,0.20334229930697323,0.21399592596346217,0.0,-0.23582084509693202,-0.3990916243475727,-0.4315638493589744,-0.3216586775724276,0.344586694493007
1682,2009-10-26,270050000,9867.959961,0,-0.2689024243862436,-0.45500464849082384,-0.3751069362613031,0.0,0.6196682648528187,-0.6502267157721505,0.20896674545571953,-0.4468970621876562,-0.5506504851399203,-0.20994501089272952,-0.417618381381919,-0.25071281224615394,-0.5185812026862028,0.0,-0.5321113818438002,0.23162095340196148,-0.05312981558631681,-0.4320828316934675,0.0,-0.5421790481981786,-0.584330377821422,0.16593496873669647,-0.5158056579079824,-0.7076293929708577,-0.29872943916617467,-0.40801034185622737
1681,2009-10-27,237060000,9882.169922,1,-0.24435534429651168,-0.7162706256646579,-0.4521959613775176,0.5306277884277633,-0.5433383172199513,-0.01930524576876899,-0.22473500383138068,-0.43289782792723486,0.46927264473509595,-0.6841932451562877,-0.558240287548804,0.0,0.0,-0.46624738729524773,-0.3573822125822772,0.0,0.5592466098101772,-0.456877266515094,-0.400775948559984,-0.34934710582010575,-0.5456645962185962,-0.1731527181080125,0.016526056914100393,-0.7015982923864246,-0.6023346653195839,0.0
1680,2009-10-28,257370000,9762.69043,0,-0.2236383877995852,0.21465607734348316,-0.2397077641580776,-0.543352332222269,-0.20733623086743452,0.373970270764038,0.40027394311706815,-0.5001329918472546,-0.7104749346363779,-0.5272104950031853,-0.622157315661794,-0.37896041564654315,-0.5660106290487824,0.35005904384925973,-0.609328071258988,-0.35754190630565086,-0.5040132184761592,-0.018245315640245847,-0.3673482018629854,-0.20947334751653976,0.24797674842199627,-0.3541585809320846,0.22973568328209631,-0.44796640341150384,-0.5464351979580011,0.30222189068630645
1679,2009-10-29,248950000,9962.580078,1,-0.12074441612704262,-0.28064422216672213,-0.5681635260210804,0.09539656401569444,-0.438079470268912,-0.17469227327764827,0.018682751739345704,0.0,-0.5190801199374336,-0.265670681055056,0.0,-0.24635586771399842,0.5041816393017878,-0.2797592631456708,-0.2411740382660186,0.0,0.20178242346712744,-0.26122108867868243,0.2079922711527603,0.0,-0.2540042536133854,-0.18587729037483938,0.0,0.0,0.0,-0.3319239583333334
1678,2009-10-30,327980000,9712.730469,0,-0.1202735043329882,0.0,-0.24286480880230882,0.0,-0.380323516327875,-0.44558421805006587,-0.43059646148597774,-0.2102695459721438,0.5661368329020013,0.58642550787769,0.5370107129383299,-0.3623373285841416,0.17287780626780627,-0.4254800793337098,-0.708850706992283,-0.32365193257146485,-0.5369016150829847,0.0,-0.2675534499341239,-0.564081858974359,-0.16679347099633143,0.0,-0.20602559963768113,0.0,0.40202612443491864,0.0
1677,2009-11-02,242460000,9789.44043,1,-0.042301920075914205,-0.527170338439276,0.0,0.0,-0.510986652330761,0.0,-0.21649156576915327,0.4278536761083743,-0.429296649180436,0.0,0.0,0.31658801816125365,0.37267083460361483,0.0,0.0,0.0,-0.07168329552469135,-0.32608655355638416,-0.11673587253168287,0.38577493594266465,0.0,-0.02910422039072039,0.43993424149823607,-0.23151541378578108,-0.3437199935181335,-0.19757915318497926
1676,2009-11-03,231520000,9771.910156,0,-0.1101306612720204,-0.15754819846631818,0.24761819604464408,0.2740911821820815,-0.6276549406908014,0.0,0.0,0.0,-0.1639317627806305,-0.4288012963476741,-0.6059828053203506,0.4136425590264874,0.3201327607176773,-0.03769317973980043,-0.16624862916590646,0.0,-0.2133660539315192,-0.6264841069732736,0.44568258814511896,-0.2789051619292416,0.0,-0.5960761812149098,0.0,0.08045387991817585,-0.013085364265364264,-0.6191100170089047
1675,2009-11-04,224130000,9802.139648,1,-0.12124160654823597,0.0,0.22194631958379785,0.017321042920999813,0.0,-0.2927371374458874,0.3090585929057382,0.5269194102564103,-0.3494210237427629,-0.11882212909802221,-0.13288709497929607,0.020226619849797324,-0.4431525548799028,-0.3496887279305504,-0.2645435686736103,-0.06121134823471456,0.0,-0.6469913942772204,0.0,-0.7112510082007364,0.23382949716286125,0.0,-0.36765185445030013,0.017932623219373223,-0.6399164276918732,0.0
1674,2009-11-05,211040000,10005.959961,1,-0.19832952087527175,-0.10330873527559398,-0.48874801726051725,0.0,-0.46269229972342474,0.0,0.0,0.0,-0.2504635712315061,-0.6791479420146078,-0.43949814455110114,0.010527647023049324,-0.3861177848207203,-0.3293085063264542,-0.4905841699071862,-0.5563449182250367,-0.1394861170230736,0.34788241389287033,0.1725095972391453,0.20467715199380365,-0.6133166207585691,0.0,0.0,-0.16384589754469617,0.0,-0.5909721073681753
1673,2009-11-06,181010000,10023.419922,1,-0.13025250664030352,-0.5027622682648892,0.05285626159011754,-0.16103787450368337,-0.5988977485809214,0.2572865081040806,-0.23243340375030228,-0.25571647644122497,0.13223882311423898,-0.22760767871575724,-0.3333446983005924,0.5412675026264246,0.21790349368514902,0.0,-0.058572666358796925,-0.308987080690981,0.0,-0.5356401350063986,-0.45601776843776365,-0.4634856928696639,0.25718098180076626,-0.3269044334824038,0.3169457786826457,-0.5705840902076318,0.0,0.0
1672,2009-11-09,227470000,10226.94043,1,-0.031039208120663582,-0.23374711388986752,-0.4902074450215646,0.0,0.40283433161001403,0.0,-0.28996306221775303,0.0,0.0,-0.03982184846614738,0.5070593703423014,0.41669464191969185,0.4096838960909259,0.5452376776439141,-0.3729011134626244,-0.1920814255189255,-0.47961243118817576,-0.4741612428359684,-0.6486786305091248,0.0,0.0,0.24241556827675245,-0.21262352045914368,0.0,-0.36796619999830416,0.5018583446674098
1671,2009-11-10,193950000,10246.969727,1,-0.1311970485504184,0.0,-0.6016578629553377,0.39521806422690103,-0.2579082256657219,0.5088318798698769,-0.33097746732407635,0.02000466245557725,-0.599532204259571,0.13347918132920722,-0.4254746298153887,0.0,-0.4464856561264821,-0.4465345024890482,0.0,0.05592879271479997,0.1919471335797598,0.4178904876373627,0.0,0.0,-0.44754735653792216,0.0,0.0,-0.49807539194501155,-0.5500764293063697,-0.3989566891490153
1670,2009-11-11,166920000,10291.259766,1,-0.03550309135929629,-0.2654860094347413,-0.6575274186112072,-0.5989659790226574,0.4665309511217948,0.5672858327139849,0.0,0.05868911294718942,0.26144582710655057,0.39309042857679954,-0.12316923684578997,-0.48023728442583163,-0.1544716768844599,-0.507436365132452,0.0,-0.2734249377322868,0.0,0.0,0.0,-0.2336818107998575,0.1776396467563939,0.11966795910800361,0.1606244104890882,-0.1397780607004727,0.0,0.3416273267875442
1669,2009-11-12,183810000,10197.469727,0,-0.16604658838641106,0.0,-0.6534685388871785,-0.06505236134990339,-0.6645780444962738,-0.33948783313754144,-0.20018092824096828,0.2802304038631122,0.0,-0.4289768381107213,-0.6013227247841973,0.0,-0.35686551925963045,0.0,0.0,-0.49871908997143105,-0.5893059180555348,0.2231777537739829,-0.12135940607684721,0.0,0.32834283022224,-0.48259147256728774,0.06628556735476057,0.4632222815239623,-0.1514075086850937,-0.35910736277572447
1668,2009-11-13,167280000,10270.469727,1,-0.12253000549308765,-0.5523457749901948,-0.4126626622574956,0.0,0.0,0.10075448855954604,0.1552933112181445,-0.489682728626453,0.0,0.6067876674051754,0.3351237230543382,-0.545899320191756,-0.13295461089385935,-0.5987445147513333,-0.6596805484190139,0.4671856573962436,0.0,-0.5729458694846125,0.0,-0.20700475294291054,0.35088112061670207,-0.17106987537337612,-0.5144075948997926,-0.48712697791282933,0.41800089604209656,-0.15275177087581127
1667,2009-11-16,202570000,10406.959961,1,-0.2162514212681457,0.0,-0.33398052890859137,-0.4903000849150849,0.0,-0.5866657881608138,-0.43419533852660497,-0.47186782846702413,-0.6345196099801645,0.16214902830539696,0.0,0.0,-0.3266202373257516,0.0,-0.33995531649811533,-0.46750940475020936,0.1241671347662,-0.7140535355524776,-0.0758300665416455,-0.33553729233475443,0.0,0.2501130314900266,-0.3815090100281583,0.0,0.0,-0.35017068427586906
1666,2009-11-17,158320000,10437.419922,1,-0.07212388257890756,0.20860145354010562,0.0,-0.40477343534334026,-0.40981284682311614,0.4095693305194168,-0.4087232831600074,-0.4872632287665691,-0.5190541918944374,0.13331974194193488,-0.4878377830056985,-0.40614048403679653,0.3273246784111315,0.5621371894453724,0.0,-0.5619207357965103,0.03815641120232424,0.0,-0.16848366454588834,0.6969230432873841,0.0,0.015488880972760417,0.3694538201283083,-0.39696038169039205,-0.31310157885867135,0.0
1665,2009-11-18,166340000,10426.30957,0,-0.16410622238936218,-0.3635181190162494,-0.33988407656695163,0.0,-0.6646773172769155,-0.3899860884495939,0.0,0.0,0.0,0.5414766220662054,0.0,0.0,-0.4742616322011322,0.0,-0.4748470056604694,0.03770105084448563,-0.5342239925044092,-0.6277350336284085,0.0,-0.6378815028530774,0.5407239202279204,0.0,-0.1457117351691977,-0.22265358499525167,-0.34717706455100966,0.0
1664,2009-11-19,196250000,10332.44043,0,-0.1281500634233691,0.0,-0.34476668368225977,-0.3925241415613372,0.0,-0.20223721482268048,0.06398992132670438,-0.6171108134920634,0.0,-0.33572557292816835,0.02014980512060403,0.0,0.0,-0.6422841939253714,-0.6680541038324262,0.0,0.06622250245069773,-0.27500181955001524,0.18904871284322083,-0.5108562503052504,-0.337157152535098,-0.10648196759400021,0.35673412295155155,0.31552637983644777,0.0,0.21677688411521737
1663,2009-11-20,230430000,10318.160156,0,-0.21342160137241958,-0.6647675079970872,-0.17946840070436812,-0.30511550242578145,-0.6222382031944061,-0.16910457600390105,-0.06754884705840322,0.0,-0.4202377675659621,0.0,-0.5031901949415125,-0.31724530033024756,0.0,0.0,0.4083010219679513,0.0,0.0,0.448019638919433,-0.34706759411913296,-0.6506596966562538,-0.5228833083997827,-0.3159205867419617,0.0,-0.624692262103449,-0.5206143434774831,0.038893396521859004
1662,2009-11-23,182350000,10450.950195,1,-0.3317976482398163,-0.47084387367900304,-0.21495991813374232,0.0,0.0,-0.30356654263791766,-0.37231753782087484,-0.6558607549735315,-0.5421865681003585,-0.07446439527652299,0.0,-0.6711920134300325,0.0,-0.7472045245881334,0.0,-0.31645273226974313,-0.3209195221550792,-0.3888562994936826,-0.22966218605810168,-0.6397724795154188,-0.635824703712865,-0.571968594584763,-0.669011800708953,-0.4698767588566828,0.0,0.0
1661,2009-11-24,163750000,10433.709961,0,-0.2330775515586798,0.5826889788986511,-0.4710723071560083,-0.2847448210201105,0.0,-0.42439422043345143,-0.46957171428058664,-0.41242918737632106,-0.34176403213420753,-0.25176888930086927,0.0,0.09928730411962686,-0.2988798864920459,-0.3664516670403871,0.0,-0.4981663375596999,-0.45131947077797063,-0.3779753840758192,0.26428971355452785,0.0,0.21009169000122263,-0.3403872382682736,-0.04621290287763319,-0.6141712121033501,-0.6828446200417939,-0.651142584602495
1660,2009-11-25,130080000,10464.400391,1,-0.14259617333901298,0.058524912562075614,-0.4175718511008918,0.0,-0.44948333766213655,-0.46757654426461226,-0.06002546822742475,0.0,-0.6797190241057923,0.0,0.0,-0.28589000508398604,0.0,0.29566137135087134,0.0,0.4996306531391314,-0.29487505651507645,-0.46662275839956247,-0.29987323283814954,0.0,-0.44343391860102455,0.4497761370135293,-0.06985654798402081,-0.5791891402341539,0.0,-0.3543805225241006
1659,2009-11-27,130290000,10309.919922,0,-0.13408197657823653,-0.5706307218915345,-0.4821689149421501,-0.4677775665319396,0.27867147076263454,0.4596624069957502,-0.6441023223668106,-0.5109458480369603,0.0,0.6201987344790161,0.13334680308808916,0.0,-0.401274066091954,-0.4630951918192689,0.0,-0.5349006338114369,0.0,-0.45758864185268255,0.0,0.0,0.0,-0.06090569399367887,0.0,0.0,-0.5603598927852542,0.3098206643422667
1658,2009-11-30,223580000,10344.839844,1,-0.17368425135274382,-0.6349249142562418,-0.3634135848489802,0.0,-0.6319669612977603,0.0,0.31626641743052974,0.006219778015194682,-0.05826852590377953,-0.24937186243617493,-0.50355378058605,0.0,0.0,-0.3084640214841831,-0.3460008707849169,0.0,-0.2826598532321141,-0.19067777621760956,0.09307481504003244,-0.6095168334262357,-0.33015992650093995,0.7156423270401097,-0.46724681597679696,-0.6322559265025769,0.13517203210989895,0.0
1657,2009-12-01,190220000,10471.580078,1,-0.14984754135865397,-0.6719480830681664,0.22310530266221645,-0.05668162108081838,-0.36139239095139397,0.0,-0.25128014220471206,-0.31229743989542563,-0.6001912449371951,0.0,0.0,0.06007180177159796,0.6127639326938061,0.34976858118181514,0.332332392780434,-0.6587448080832212,0.0,-0.14080947796436655,0.6393475775547754,-0.1637687264615174,-0.342612006253442,-0.6501986840904944,-0.46358649408227304,-0.3210954235079436,-0.6060413715551619,-0.362930208474863
1656,2009-12-02,159500000,10452.679688,0,-0.3215549459060505,-0.4182096812127315,-0.30456146541754736,-0.5536734772360061,-0.595645809453228,-0.5891112562113067,-0.43863508398981804,0.2395778529143629,-0.6937203431456395,0.0,-0.6503235650389767,0.0,-0.3766267860065182,-0.47340631222033,0.0926396016732044,-0.34877998002397137,0.0,-0.3173137334678713,0.0,-0.6049167352949906,-0.6209590192396386,0.0,0.0,-0.4376451103085009,-0.6317468747919657,-0.31581586917978954
1655,2009-12-03,243970000,10366.150391,0,-0.14845901334408743,-0.30603601831216076,-0.2372702046628224,-0.3666392220336025,-0.2117834235276264,0.032768699381078695,0.0,-0.2883713156941266,-0.6228061635797777,0.0,-0.2335815325812137,-0.36883827420435844,-0.24249343273265692,0.35623704015282964,-0.5466206816757787,-0.054196709401709404,0.1926828688166369,0.5357170504658384,0.0,0.0,-0.2617950968717273,0.0,-0.34903021767470316,0.0,-0.3022272888838215,-0.43719141058248356
1654,2009-12-04,460660000,10388.900391,1,-0.17840089551352395,0.0,-0.514184239634334,-0.5041600702538203,-0.6113713205543393,-0.3912145186009146,0.0,0.0,0.1173243724912501,0.0,-0.5903578954251417,-0.46494056552639956,-0.21702763405615508,-0.3978604738627583,0.0,-0.15209649842746495,0.0,-0.16938576556203458,0.0,0.16649125366438586,-0.3493538076850685,0.0,0.2424194506701866,-0.4362474319589186,-0.188057243116572,0.0
1653,2009-12-07,196580000,10390.110352,1,-0.1271640013118006,0.0,0.0,0.26480041971624585,-0.48622326935854165,-0.5650819926485552,0.018915932137508227,0.37364693181268543,0.0,-0.2047322320207155,-0.48092755453070957,-0.5655280894053848,-0.31929834468989815,-0.5780475851043241,-0.018982569909337152,0.19313608251016715,-0.06547523490817421,-0.4029303795862245,0.520313726346788,-0.09546809911493635,0.24674013107523934,-0.5570178472377847,0.16733708699779892,-0.2916535338565419,0.0,-0.33262361102032023
1652,2009-12-08,221770000,10285.969727,0,-0.11431897448963557,0.0,0.11394637274923144,0.0,0.0,-0.4901390995281892,-0.4053600970849803,0.10965392326845859,-0.32633735714285717,0.3463555032140501,-0.30048936833094436,-0.4254267780830281,-0.06871905056343283,0.5899058652518978,-0.22247106154714852,-0.3722749196983572,0.0,-0.2875581793186684,0.0,-0.5935169871794872,-0.33054952270269067,0.2104825312151617,-0.2623022645229167,-0.3987408276353277,0.0,0.2555669553983393
1651,2009-12-09,188610000,10337.049805,1,-0.06374018816671273,-0.43393134647424497,0.09307440192657583,0.29251890738548886,0.5168588113628185,-0.1440595528422195,-0.3052670388391484,-0.3246852626241512,0.594793066357111,-0.6266848789480794,0.0,0.3629340888764014,0.0,0.4344987152943675,0.0,0.0,-0.3429004662384716,-0.3375632598221646,0.0,-0.36059493908622847,-0.6894763188438975,0.0,0.2619550524403345,-0.17066446911622998,-0.41431021497608006,0.0
1650,2009-12-10,195910000,10405.830078,1,-0.21505105170148758,0.0,-0.6066313545150501,-0.45365471586076295,-0.31438320088566823,0.0,0.0,-0.34017484464810555,0.4102422435897436,-0.6448469666227492,-0.23782159048680784,0.0,-0.38105073497047764,0.0,0.4279522048537847,0.02041052884615385,-0.559282983974359,-0.2712238541840025,-0.43371612924727826,0.36436369836182336,-0.5910320348690828,-0.4888467849002849,-0.5103442137307137,0.13650180645653712,-0.2361129732103645,-0.6666243925395257
1649,2009-12-11,179970000,10471.5,1,-0.1750905812683791,0.0,0.0,0.1910461472332062,-0.4696208500270952,-0.5833045525127047,-0.5007548149309426,-0.46628434306173927,-0.4567442654139338,0.47727839716282117,-0.546291136395006,0.40889423710317463,-0.45859983205502225,0.2696283868515478,0.0,-0.334970511985456,-0.21856322434141273,-0.07941476400870333,0.32056729694305264,-0.04180441033649842,-0.16845849280453176,-0.49791697271904495,-0.6313693317286163,0.21920013092099053,-0.3089818398775138,-0.5007997857260492
1648,2009-12-14,154360000,10501.049805,1,-0.24470534417722511,0.09352286722217756,-0.4787117346943516,0.05163650854466946,-0.5813131091754692,0.16184386635104026,0.03958831595457682,0.18597623136277303,-0.5600900761964485,-0.6805465618880376,0.0,-0.24652908117457253,-0.5756850422599743,-0.581488705865089,-0.24651490273728532,0.17430965696126202,-0.28957673411923696,-0.6740754376862494,0.38233079058441566,-0.7436754896656284,-0.5677682414905614,-0.24236465532914736,-0.24225529620645425,-0.20318435785159916,-0.20639369424298332,-0.08666872082845363
1647,2009-12-15,187560000,10452.0,0,-0.2933149610646296,0.05637787073560814,0.5662368967391304,-0.5656068638847064,0.11477780043068178,-0.5541947940750575,-0.7551193987858407,-0.5293941218066354,-0.4789247972928401,0.0,-0.5082990665352103,0.0,-0.6565011573364906,-0.18114332857329982,-0.4566092089982176,-0.21522060514233113,-0.47294968358753714,0.17318097954822956,-0.4325863547489804,-0.382069361684792,-0.2418880697450697,-0.09790378018087564,-0.6560326679929267,-0.5291006232193731,-0.5299036904792068,0.0
1646,2009-12-16,208310000,10441.120117,0,-0.20555080637062276,0.3232257577159119,-0.6672450367060475,-0.23994930792387686,0.0,-0.3112666078692616,-0.3161386373772743,-0.5576204670288925,-0.6408880467272596,0.23865221489286345,-0.6700966187629112,0.0,0.0,-0.07640853837111627,-0.6183480916093771,0.0,-0.6287349682738759,-0.29400115360873685,-0.23920103453980268,-0.2555105435290019,0.23927083942129992,0.0,0.0,0.019291486376948334,-0.40572341338341616,-0.03807799196174196
